Book-name	Author	Publisher	Publish-time	ISBN	img-src	book-introduction	author-introduction	Score	commments	5-stars	4-stars	3-stars	2-stars	1-stars
傲慢与偏见	[英]简·奥斯汀	人民文学出版社	1993-7	9787020040179	https://img3.doubanio.com/view/subject/l/public/s4250062.jpg			8.8 	158629	53.8%	36.5%	8.8%	0.6%	0.3%
茶花女	[法]小仲马	外国文学出版社	1997-3	9787501600069	https://img1.doubanio.com/view/subject/l/public/s1008927.jpg	《茶花女》为我们塑造了一些生动、鲜明的艺术形象，而其中最突出、最令人难忘的自然是女主人公茶花女玛格丽特。读者们切莫把玛格丽特和阿尔丰西娜·普莱西小姐混为一谈，阿尔丰西娜的身世固然值得同情，但她的的确确是个堕落的女人，用小仲马的话来说，她“既是一个纯洁无瑕的贞女，又是_个彻头彻尾的娼妇”。但玛格丽特却不同，她美丽、聪明而又善良j 虽然沦落风尘，但依旧保持着一颗纯洁、高尚的心灵。她充满热情和希望地去追求真正的爱情生活，而当这种希望破灭之后，又甘愿自我牺牲去成全他人。		8.2 	95316	34.8%	48.4%	15.9%	0.7%	0.1%
了不起的盖茨比	菲茨杰拉德	人民文学出版社	2004-06	9787020046089	https://img3.doubanio.com/view/subject/l/public/s1005875.jpg	盖茨比为了久久地抱着的一个梦而付出了很高的代价。他死后，尼克发觉是汤姆暗中挑拨威尔逊去杀死盖茨比。他感到东部鬼影幢幢，世态炎凉，便决定回中西部老家去。这是一个简单的故事，却有着极悲凉的人生况味。	《了不起的盖茨比》(名著名译插图本)弗·司各特·菲茨杰拉德（1896-1940），美国二十世纪最杰出的作家之一。《了不起的盖茨比》是他最著名的代表作。二十世纪二十年代的美国，空气里弥漫着欢歌与纵饮的气息。一个偶然的机会，穷职员尼克闯入了挥金如土的大富翁盖茨比隐秘的世界，惊讶地发现，他内心惟一的牵绊竟是对河岸那盏小小的绿灯——灯影婆娑中，住着心爱的黛西。然而，冰冷的现实容不下缥缈的梦，到头来，盖茨比心中的女神只不过是凡尘俗世的物质女郎。当一切真相大白，盖茨比的悲剧人生亦如烟花般，璀璨只是一瞬，幻灭才是永恒。一阕华丽的“爵士时代”的挽歌，在菲茨杰拉德笔下，如诗如梦，在美国当代文学史上留下了墨色浓重的印痕。	8.4 	91962	41.1%	44.6%	13.4%	0.8%	0.2%
巴黎圣母院	[法]雨果	人民文学出版社	1982-6	9787020032044	https://img3.doubanio.com/view/subject/l/public/s4493741.jpg	《巴黎圣母院》是法国文豪维克多·雨果第一部引起轰动效应的浪漫派小说。小说以十五世纪路易十一统治下的法国为背景，通过一个纯洁无辜的波希米亚女郎惨遭迫害的故事，揭露了教士的阴险卑鄙，宗教法庭的野蛮残忍，贵族的荒淫无耻和国王的专横残暴。作品鲜明地体现了反封建、反教会的意识和对人民群众的赞颂。	维克多·马里·雨果是一名法国浪漫主义作家。他是法国浪漫主义文学的的代表人物和19世纪前期积极浪漫主义文学运动的领袖，法国文学史上卓越的作家。雨果几乎经历了19世纪法国的所有重大事变。一生创作了众多诗歌、小说、剧本、各种散文和文艺评论及政论文章。代表作有《巴黎圣母院》、《九三年》、和《悲惨世界》等。	8.4 	80515	41.2%	46.3%	11.8%	0.6%	0.1%
海底两万里	[法]儒尔·凡尔纳	译林出版社	2002-9	9787806574317	https://img9.doubanio.com/view/subject/l/public/s1817666.jpg	本书是法国举世闻名的科幻小说作家儒尔·凡尔纳的代表作之一。		8.5 	62585	44.1%	43.2%	12.0%	0.6%	0.1%
霍乱时期的爱情	[哥伦比亚]加西亚·马尔克斯	南海出版公司	2012-9-1	9787544258975	https://img3.doubanio.com/view/subject/l/public/s11284102.jpg	★马尔克斯唯一正式授权，首次完整翻译	加西亚?马尔克斯（Gabriel García Márquez）	9.0 	141484	58.0%	33.3%	7.9%	0.6%	0.2%
安徒生童话故事集	（丹麦）安徒生	人民文学出版社	1997-08	9787020017713	https://img3.doubanio.com/view/subject/l/public/s1034062.jpg			9.2 	67927	67.6%	26.9%	5.2%	0.2%	0.1%
呼啸山庄	（英）勃朗特	人民文学出版社	1999-01-01	9787020027606	https://img3.doubanio.com/view/subject/l/public/s1095383.jpg			8.4 	91847	39.7%	44.4%	14.7%	0.9%	0.2%
西游记（全二册）	吴承恩	人民文学出版社	2004-8	9787020008735	https://img3.doubanio.com/view/subject/l/public/s1627374.jpg		吴承恩，字汝忠，号射阳山人。淮安府山阳县（今江苏淮安）人。他生活在明代中叶，约当公元1500年到1582年间；出生在一个由文职小官僚而沦落为小商人的家庭。他极好读书，但常遭官府吏胥敲诈，对社会现实颇为不满。	8.9 	45922	61.8%	29.9%	7.6%	0.5%	0.2%
羊脂球	（法）莫泊桑	北京燕山出版社	2007-6	9787540211998	https://img3.doubanio.com/view/subject/l/public/s1469280.jpg			8.1 	78763	34.3%	50.2%	15.1%	0.4%	0.1%
朝花夕拾	鲁迅	人民文学出版社	1972年4月		https://img3.doubanio.com/view/subject/l/public/s2875823.jpg	《小引》		8.7 	64656	54.1%	37.4%	8.1%	0.4%	0.1%
格林童话全集	[德国]格林兄弟	人民文学出版社	1994-11	9787020019526	https://img3.doubanio.com/view/subject/l/public/s1134341.jpg	"《格林童话全集》是德国民间故事集。由德国的雅各?格林和威廉?格林兄弟根据民间口述材料改写而成。他们搜集、整理、出版这些民间童话的目的，正如威廉所说，是""希望它成为一本有教育意义的书，因为我再也想不出什么更富有教益，更天真无邪，更令人心旷神怡的读物，能比它更适合于儿童的心性与能力了。""作品的主要内容是颂扬勤劳和诚实，鄙弃懒惰和自私，鼓励对暴力和邪恶的反抗，激发对被压迫者的同情和爱护。"		9.0 	55617	61.0%	31.3%	7.2%	0.4%	0.1%
水浒传（全二册）	罗贯中	人民文学出版社	1997-1	9787020008742	https://img1.doubanio.com/view/subject/l/public/s1436519.jpg	《水浒传》是我国第一部以农民起义为题材的长篇章回小说，是我国文学史上一座巍然屹立的丰碑，也是世界文学宝库中一颗光彩夺目的明珠。数百年来，它一直深受我国人民的喜爱，并被译为多种文字，成为我国流传最为广泛的古代长篇小说之一。		8.6 	47625	51.8%	35.8%	11.0%	1.1%	0.4%
红与黑	[法]司汤达	人民文学出版社	2002	9787020035878	https://img1.doubanio.com/view/subject/l/public/s2332189.jpg		司汤达（1783年-1842年）是十九世纪法国杰出的批判现实主义作家。他的一生并不长，不到六十年，而且他在文学上起步很晚，三十几岁才开始发表作品。然而，他却给人类留下了巨大的精神遗产，包括数部长篇，数十个短篇或故事，数百万字的文论、随笔和散文，游记。 他以准确的人物心理分析和凝练的笔法而闻名。他被认为是最重要和最早的现实主义的实践者之一。最有名的作品是《红与黑》（1830）和《巴马修道院》（1839）。	8.2 	42056	34.1%	47.8%	17.0%	1.0%	0.2%
呐喊	鲁迅	人民文学出版社	1973年3月		https://img3.doubanio.com/view/subject/l/public/s4696893.jpg	《呐喊》收录作者1918年至1922年所作小说十四篇。1923年8月由北京新潮社出版，原收十五篇，列为该社《文艺丛书》之一。1924年5月第三次印刷时起，改由北京北新书局出版，列为作者所编的《乌合丛书》之一。1930年1 月第十三次印刷时，由作者抽去其中的《不周山》一篇(后改名为《补天》，收入《故事新编》)。作者生前共印行二十二版次。	鲁迅，本名周树人（1881年9月25日—1936年10月19日）。浙江绍兴人，字豫才，原名周樟寿，字豫山、豫亭。以笔名鲁迅闻名于世。鲁迅先生青年时代曾受进化论、尼采超人哲学和托尔斯泰博爱思想的影响。1904年初，入仙台医科专门学医，后从事文艺创作，希望以此改变国民精神。鲁迅先生一生写作计有600万字，其中著作约500万字，辑校和书信约100万字。作品包括杂文、短篇小说、评论、散文、翻译作品。对于“五四运动”以后的中国文学产生了深刻的影响。	8.9 	72185	61.0%	31.4%	7.2%	0.3%	0.1%
一千零一夜		人民文学出版社	2003-01	9787020040346	https://img1.doubanio.com/view/subject/l/public/s1070937.jpg	"《一千零一夜》又名《天方夜谭》。""天方""是从前中国对阿拉伯的称呼。这本书中的故事，多是阿拉伯地区国家的传说。 公元9世纪时，是阿拉伯帝国的全盛时期，它横跨亚洲、欧洲和非洲，有着独特而辉煌的文化。《一千零一夜》是阿拉伯地区的古代民间传说。从9世纪开始，经过搜集整理，至16世纪结成集子。到了18世纪，传播至欧洲、亚洲许多国家。全书共有两百多个故事，这里所选的是其中最著名的几个。 这些故事有什么特色呢？ 它们反映了东方文化的瑰丽色彩：神秘、奇异、幻想丰富、语言优美。它们把神奇的想像和当时阿拉伯的现实结合起来，读故事便可了解那个时期阿拉伯人的生活风貌。书中同情贫苦大众的遭遇又称赞他们的智慧；书中歌颂冒险精神，特别是航海者的勇敢，因为那时候许多国家都是由于海上贸易而发达起来的。虽然书里把富有、享福作为最高理想，但是认为只有好心的人才应当享有。"		8.6 	35445	50.2%	39.1%	10.1%	0.5%	0.1%
围城	钱钟书	人民文学出版社	1991-2-1	9787020090006	https://img1.doubanio.com/view/subject/l/public/s11276847.jpg	《围城》是一幅栩栩如生的世井百态图，人生的酸甜苦辣千般滋味均在其中得到了淋漓尽致的体现。钱钟书先生将自己的语言天才并入极其渊博的知识，再添加上一些讽刺主义的幽默调料，以一书而定江山。《围城》显示给我们一个真正的聪明人是怎样看人生，又怎样用所有作家都必得使用的文字来表述自己的“观”和“感”的。	钱钟书(1910－1998)，字哲良，默存，号槐聚，中国江苏无锡人，中国近代著名作家、 文学研究家。毕业于清华大学外文系，获文学学士，赴上海，到光华大学任教。后考取第三届(1935年)庚子赔款公费留学资格，名列榜首，留学英国牛津大学 埃克塞特学院。大学毕业后任教于多所高校。新中国成立后被评为一级教授。晚年就职于中国社会科学院，任副院长。其夫人杨绛也是著名作家，育有一女钱媛(1937年-1997年)。曾为《毛泽东选集》英文版翻译小组成员。1998年逝世，享年88岁。	9.3 	35337	67.7%	27.8%	4.2%	0.2%	0.1%
悲惨世界（上中下）	[法]雨果	人民文学出版社	1992-6	9787020017164	https://img3.doubanio.com/view/subject/l/public/s1148102.jpg	这是法国十九世纪浪漫派领袖雨果继《巴黎圣母院》之后创作的又一部气势恢宏的鸿篇巨著。全书以卓越的艺术魅力，展示了一幅自1793年法国大革命至1832年巴黎人民起义期间，法国近代社会生活和政治生活的辉煌画卷，最大限度地体现了雨果在叙事方面的过人才华，是世界文学史上现实主义与浪漫主义结合的典范。小说集中反映了雨果的人道主义思想，饱含了雨果对于人类苦难命运的关心和对末来坚定不移的信念，具有震撼人心的艺术感染力。	维克多·雨果（Victor Hugo，1802-1885），19世纪法国浪漫主义文学的代表人物。贯穿他一生活动和创作的主导思想是人道主义、反对暴力、以爱制“恶”。其文学创作有诗歌、小说、戏剧、政论、散文随笔以及文学评论，卷帙浩繁。代表作有长篇小说《巴黎圣母院》、《海上劳工》、《悲 惨世界》及《九三年》等。	8.9 	42018	61.2%	31.6%	6.9%	0.3%	0.1%
傲慢与偏见	[英]简·奥斯汀	译林出版社	2010-6-1	9787544711302	https://img3.doubanio.com/view/subject/l/public/s4571103.jpg	本书描写傲慢的单身青年达西与偏见的二小姐伊丽莎白、富裕的单身贵族彬格莱与贤淑的大小姐吉英之间的感情纠葛，充分表达了作者本人的婚姻观，强调经济利益对恋爱和婚姻的影响。小说情节富有喜剧性，语言机智幽默，是奥斯丁小说中最受欢迎的一部，并被多次改编成电影和电视剧。		9.0 	11613	58.9%	33.8%	6.7%	0.4%	0.2%
雷雨	曹禺	人民文学出版社	1999-05	9787020018567	https://img1.doubanio.com/view/subject/l/public/s23579217.jpg	《雷雨》所展示的是一幕人生大悲剧，是命运对人残忍的作弄。专制、伪善的家长，热情、单纯的青年，被情爱烧疯了心的魅惑的女人，痛悔着罪孽却又不自知地犯下更大罪孽的公子哥，还有家庭的秘密，身世的秘密，所有这一切在一个雷雨夜爆发。有罪的，无辜的人一起走向毁灭。曹禺以极端的雷雨般狂飙恣肆的方式，发泄被抑压的愤懑，毁谤中国的家庭和社会。	曹禺（1910年-1996年），原名万家宝，字小石，祖籍湖北潜江，中国现代杰出的戏剧家，著有《雷雨》、《日出》、《原野》、《北京人》等著名作品，他一生共写过8部剧本。	8.6 	48678	45.2%	43.5%	10.7%	0.5%	0.1%
边城	沈从文	北岳文艺出版社	2002-4	9787537823425	https://img1.doubanio.com/view/subject/l/public/s1595557.jpg	《边城》是沈从文的代表作，写于一九三三年至一九三四年初。这篇作品如沈从文的其他湘西作品，着眼于普通人、善良人的命运变迁，描摹了湘女翠翠阴差阳错的生活悲剧，诚如作者所言：“一切充满了善，然而到处是不凑巧。既然是不凑巧，因之素朴的善终难免产生悲剧。”	沈从文（1902-1988），小说家、散文家。原名沈岳焕，湖南凤凰人。1918年小学毕业后，随本乡土著部队在沅水流域各县生活，后正式参加军队。 1922年受五四运动影响离开军队到北京，学习写作。1924年起开始在北京《晨报》副刊、《现代评论》、《小说月报》发表作品。1934年至1935 年，在北京、天津编辑《大公报》文艺副刊。抗战爆发后在昆明西南联大任教。新中国成立后，在中国历史博物馆和故宫博物院工作。著有长篇小说《边城》、《长河》等，散文集《湘行散记》、《湘西》等。	8.6 	149295	47.5%	42.2%	9.7%	0.5%	0.1%
项链	[法]居伊·德·莫泊桑	河北教育出版社	2005-2	9787543425651	https://img1.doubanio.com/view/subject/l/public/s1240228.jpg	莫泊桑被尊称为“世界短篇小说之王”，他将短篇小说的趣味提升到前所未有的高度。在他的笔下，各种社会事件，如战争、政变、普选等，都得到了如实的表现；各个阶层的生活，如上层人士的纸醉金迷，中产阶级的锱必较，乡人村姑的朴素自然，都得到了形象的描绘；各种各样的人物，贵族、官僚、职员、店主、乞丐、妓女，都得到了逼真的刻画；各种各样的场景，如豪华的晚会、精致的沙龙、荒蛮的原野、喧哗的集镇、森严的官府、热门的街道，都得到了生动的写照。可以说，莫泊桑的短篇小说，是一幅栩栩如生的19世纪下半叶法国社会风俗长卷。		8.4 	36102	40.4%	48.1%	11.2%	0.3%	0.0%
罗生门	芥川龙之介	江苏凤凰文艺出版社	2019-4	9787559433725	https://img3.doubanio.com/view/subject/l/public/s32293921.jpg			9.1 	1194	68.3%	28.5%	2.8%	0.2%	0.3%
不能承受的生命之轻	[捷克]米兰·昆德拉	上海译文出版社	2003-7	9787532731077	https://img1.doubanio.com/view/subject/l/public/s1091698.jpg	《不能承受的生命之轻》是米兰·昆德拉最负盛名的作品。小说描写了托马斯与特丽莎、萨丽娜之间的感情生活。但它不是一个男人和两个女人的三角性爱故事，它是一部哲理小说，小说从“永恒轮回”的讨论开始，把读者带入了对一系列问题的思考中，比如轻与重、灵与肉。		8.5 	188353	41.6%	43.4%	13.7%	1.0%	0.3%
雾都孤儿	[英]狄更斯	上海译文出版社	1991-7	9787532710942	https://img3.doubanio.com/view/subject/l/public/s1300531.jpg	孤儿奥立弗?退斯特从小在贫民习艺所受尽欺凌，逃到伦敦后又陷入贼窟。身边的世界像一台疯狂运转的机器，小奥立弗却努力坚守着心底深处的纯净与高贵。这份执著终于帮他等来了柳暗花明：布朗劳先生、梅里太太等人及时伸出援助之手；与此同时，奥立弗奇特的身世，也一步步真相大白。小说深刻揭示社会弊病的同时，也在英国文学史上留下一连串栩栩如生的人物形象，一百多年来深受读者爱戴。		8.1 	29827	31.7%	51.3%	16.3%	0.6%	0.1%
哈姆莱特	[英]威廉·莎士比亚	人民文学出版社	2001-1	9787020035946	https://img1.doubanio.com/view/subject/l/public/s27009357.jpg	本书是大学生必读丛书中的一册，书中以教育部全国高等学校中文学科教学指导委员会指定书目为依据，收录了英国著名作家莎士比亚先生的话剧《哈姆莱特》。		8.5 	29601	44.7%	43.2%	11.5%	0.5%	0.1%
福尔摩斯探案全集（上中下）	[英]阿·柯南道尔	群众出版社	1981-8	9787501408580	https://img3.doubanio.com/view/subject/l/public/s1229240.jpg	最经典的群众出版社的翻译版本，一经出版，立即风靡成千上万的中国人。离奇的情节，扣人的悬念，世界上最聪明的侦探，人间最诡秘的案情，福尔摩斯不但让罪犯无处藏身，也让你的脑细胞热情激荡，本套书获第一届全国优秀外国文学图书奖。	柯南道尔（1859-1930）生于苏格兰爱丁堡附近的皮卡地普拉斯，父亲是政府建工部的公务员。青海年时期在教会学校学习，的来在爱丁堡大学攻读医学，一八八五年获医学博士学位。一九0二年，因对英国在南非战争的政策辩护而被封爵。	9.2 	76267	70.7%	24.7%	4.5%	0.2%	0.1%
狂人日记	鲁迅	京华出版社	2006-3	9787807240648	https://img1.doubanio.com/view/subject/l/public/s1426308.jpg	《狂人日记》是鲁迅1918年发表的第一篇白话短篇小说，当时正值“五四”运动的前夜。由于辛亥革命的半途而废，特别是帝国主义侵略的加剧，使社会各种矛盾更加复杂尖锐。鲁迅以他锐敏的思想和犀利的笔触，对封建制度及其上层建筑表现了彻底的反抗。		8.7 	44461	56.9%	34.6%	8.0%	0.5%	0.1%
钢铁是怎样炼成的	[苏联]尼·奥斯特洛夫斯基	译林出版社	1996-10	9787805674254	https://img1.doubanio.com/view/subject/l/public/s2241708.jpg	本书的主人公保尔·柯察金饱尝了生活的苦难，炼就了革命精神和反抗性格。十月革命爆发后只有十六岁的他，就参加了红军，无论在战炮火中，还是在国民经济复时期，可察金都表现出大无畏精神，钢铁一般的意志，强烈的爱国主义和对人民的无限的无限忠诚。由于在战争中多次负伤以及劳累过度，他全身瘫痪，双目失明，被牢牢禁锢在床上，但他占胜了精神与肉体的打击，拿起笔来歌颂为建立苏维埃政权而奋斗的英雄。		7.6 	55308	24.3%	43.5%	27.9%	3.1%	1.2%
阿Q正传	鲁迅著	上海书店出版社	2003-7	9787806222850	https://img3.doubanio.com/view/subject/l/public/s1074811.jpg		《阿Q正传》讲述值此世纪末，衷心祈愿这里所议论的人物在下一世纪的中国现实生活中淡出；当然，作为光辉的典型人物，他将和哈姆雷特、唐·吉诃德等不朽的名字一样万古不朽。阿Q，是一个卑微渺小的人物，但却是一个巨大的名字。我不说：“伟大”而说“巨大”，是因为这个小人物的确称不上伟大，但这个名字的历史的和美学的涵容量却真是巨大得无比，我想不出世界任何一个文学人物能有阿Q那样巨大的概括性，把几亿人都涵盖进去。几乎每个中国人，你，我，他，都有阿Q的灵魂的因子。阿Q是一个“做奴隶而不可得的时代”的奴隶，比“做稳了奴隶的时代”的奴隶更可悲。做不稳，就要挣扎。他的挣扎当然不可能有过五关、斩六将或爬雪山、过草地那样的英雄事业，但作为一个小人物，他的一生也够悲壮的了。使阿Q的一生焕发悲壮的光采的是，他不仅呈现了清末民初的一个普通百姓的灵魂，几千年来成群而生、成群而死的默默的生...	8.7 	63768	55.2%	36.3%	8.0%	0.3%	0.1%
荆棘鸟	[澳]考琳·麦卡洛	译林出版社	1998-7	9787805678313	https://img3.doubanio.com/view/subject/l/public/s2781615.jpg	《荆棘鸟》是一部澳大利亚的家世小说，以女主人公梅吉和神父拉尔夫的爱情纠葛为主线，描写了克利里一家三代人的故事，时间跨度长达半个多世纪。拉尔夫一心向往教会的权力，却爱上了克利里家的美丽少女梅吉。为了他追求的“上帝”，他抛弃了世俗的爱情，然而内心又极度矛盾和痛苦。以此为中心，克利里家族十余名成员的悲欢离合也得以展现。	"考琳·麦卡洛（Colleen McCullough, 1937- ），澳大利亚当代女作家。1977年，她以自己全部的生活积累，创作出版了呕心沥血之作《荆棘鸟》。作品一出版便引起轰动，不但拍成电影广为流传，而且翻译成二十多种文字在世界各地出版，成为当代世界最畅销的小说之一。"	8.6 	41381	47.5%	39.5%	12.1%	0.7%	0.2%
瓦尔登湖	亨利·戴维·梭罗	上海译文出版社	2006-8	9787532739578	https://img1.doubanio.com/view/subject/l/public/s1999119.jpg	这本书的思想是崇尚简朴生活，热爱大自然的风光，内容丰厚，意义深远，语言生动，意境深邃，就像是个智慧的老人，闪现哲理灵光，又有高山流水那样的境界。	亨利·戴维·梭罗（1817-1862），美国超验主义作家。他于1845年春天，在老家康科德城的瓦尔登湖边建起一座木屋，过起自耕自食的生活，并在那里写下了著名的《瓦尔登湖》一书。	8.4 	44840	41.4%	40.9%	15.2%	1.9%	0.7%
悲惨世界	[法]雨果	人民文学出版社	2015-6	9787020104345	https://img3.doubanio.com/view/subject/l/public/s28260813.jpg	《悲惨世界(上中下)(精)》是雨果在流亡期间写的长篇小说，是他的代表作，也是世界文学宝库的珍品之一。	雨果（1802-1885）法国浪漫主义作家，十九世纪前期浪漫主义文学运动领袖。雨果几乎经历了十九世纪法国的一切重大事变，1841年被选为法兰西学院院士。一生写过多部诗歌、小说、剧本，各种散文和文艺评论及政论文章。代表作有《巴黎圣母院》《悲惨世界》《笑面人》《克伦威尔》等。	9.4 	2521	80.4%	17.1%	2.4%	0.0%	0.1%
