Book-name	Author	Publisher	Publish-time	ISBN	img-src	book-introduction	author-introduction	Score	commments	5-stars	4-stars	3-stars	2-stars	1-stars
图解服务器端网络架构	[日]宫田宽士	人民邮电出版社	2015-4	9787115388179	https://img1.doubanio.com/view/subject/l/public/s28051118.jpg	本书以图配文，详细说明了服务器端网络架构的基础技术和设计要点。基础设计是服务器端网络架构最重要的一个阶段。本书就立足于基础设计的设计细分项目，详细介绍各细分项目的相关技术和设计要点。全书共分为5章，分别讲述进行物理设计、逻辑设计、安全设计和负载均衡设计、高可用性设计以及管理设计时所必需的技术和设计要点。	作者简介：	9.0 	43	34.9%	48.8%	9.3%	4.7%	2.3%
C语言名题精选百则技巧篇	冼镜光	机械工业出版社	2005-7	9787111163763	https://img1.doubanio.com/view/subject/l/public/s26597278.jpg	《C语言名题精选百则》(技巧篇)收集了100则C语言程序设计题，共分9类。第一类比较简单，主要希望读者了解到《C语言名题精选百则》(技巧篇)的题目、解法与其他书籍之间的差异；第二至六类分别是关于数字、组合数学或离散数学、查找、排序、字符串等方面的题目；第七类列出了一些不太容易归类的题目，如Buffon丢针问题、Dijkstra的三色旗问题等；第八类则收录了一些有趣的、娱乐性的题目，如魔方阵等；第九类题目相对较难，且多数是程序设计的名题。	NULL	9.0 	49	63.3%	26.5%	8.2%	2.0%	0.0%
Hadoop权威指南:大数据的存储与分析(第4版)(修订版)(升级版)	TomWhite	清华大学出版社	2017-7	9787302465133	https://img9.doubanio.com/view/subject/l/public/s29544746.jpg	"本书结合理论和实践，由浅入深，全方位介绍了Hadoop 这一高性能的海量数据处理和分析平台。全书5部分24 章，第Ⅰ部分介绍Hadoop 基础知识，第Ⅱ部分介绍MapReduce,第Ⅲ部分介绍Hadoop 的运维，第Ⅳ部分介绍Hadoop 相关开源项目，第Ⅴ部分提供了三个案例，分别来自医疗卫生信息技术服务商塞纳(Cerner)、微软的人工智能项目ADAM(一种大规模分布式深度学习框架)和开源项目Cascading(一个新的针对MapReduce 的数据处理API)。本书是一本专业、全面的Hadoop 参考书和工具书，阐述了Hadoop 生态圈的新发展和应用，程序员可以从中探索海量数据集的存储和分析，管理员可以从中了解Hadoop 集群的安装和运维。"	NULL	8.3 	73	31.5%	50.7%	11.0%	2.7%	4.1%
Kafka权威指南	NehaNarkhede	人民邮电出版社	2017-12-26	9787115473271	https://img3.doubanio.com/view/subject/l/public/s29665582.jpg	NULL	Neha Narkhede， Confluent联合创始人、CTO，曾在LinkedIn主导基于Kafka和Apache Samza构建流式基础设施，是Kafka作者之一。	8.7 	198	41.9%	49.5%	8.6%	0.0%	0.0%
MySQL技术内幕	姜承尧	机械工业出版社	2013-5	9787111422068	https://img1.doubanio.com/view/subject/l/public/s29731159.jpg	NULL	NULL	8.6 	281	47.7%	39.1%	10.0%	2.5%	0.7%
程序员的数学	结城浩	人民邮电出版社	2012-10	9787115293688	https://img3.doubanio.com/view/subject/l/public/s20811702.jpg	NULL	结城浩（Hiroshi Yuki）	7.3 	1008	19.6%	42.0%	32.0%	4.4%	2.0%
挑战程序设计竞赛	[日]秋叶拓哉	人民邮电出版社	2013-7-1	9787115320100	https://img1.doubanio.com/view/subject/l/public/s29048069.jpg	世界顶级程序设计高手的经验总结	NULL	9.0 	247	70.4%	23.1%	5.7%	0.8%	0.0%
深入理解LINUX内核(第三版)	（美）博韦，西斯特	中国电力出版社	2007-10-01	9787508353944	https://img3.doubanio.com/view/subject/l/public/s27314344.jpg	NULL	博韦，计算机科学专业博士，意大利罗马大学Tor vergata分校全职教授。	8.7 	422	53.6%	34.4%	9.5%	0.9%	1.7%
Kubernetes in Action中文版	【美】MarkoLuksa	电子工业出版社	2019-1	9787121349959	https://img9.doubanio.com/view/subject/l/public/s29965036.jpg	《Kubernetes in Action中文版》主要讲解如何在 Kubernetes 中部署分布式容器应用。《Kubernetes in Action中文版》开始部分概要介绍了 Docker 和Kubernetes 的由来和发展，然后通过在 Kubernetes 中部署一个应用程序，一点点增加功能，逐步加深我们对于Kubernetes架构的理解和操作的实践。在本书的后面部分，也可以学习一些高阶的主题，比如监控、调试及伸缩。	NULL	9.5 	74	75.7%	20.3%	2.7%	1.4%	0.0%
C# 7.0本质论	[美]马克·米凯利斯（MarkMichaelis）	机械工业出版社	2019-5	9787111625681	https://img3.doubanio.com/view/subject/l/public/s32334125.jpg	作为历年来深受各层次开发人员欢迎的C#指南，本书讨论了从C# 3.0到7.0的最重要的C#特性，强调了现代编程模式，可帮助读者编写简洁、强大、健壮、安全和易于维护的C#代码。C#专家Mark Michaelis对语言进行了全面而深入的探讨，提供了对关键C# 7.0增强、C# 7.0和.NET Core/.NET Standard的配合使用以及跨平台编译的专业论述。	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
C语言编程：一本全面的C语言入门教程（第三版）	（美）StephenKochan	电子社博文视点资讯有限公司	2006年	9787121007354	https://img3.doubanio.com/view/subject/l/public/s26387712.jpg	本书是极负盛名的C语言入门经典教材，其第一版发行至今已有20年的历史。本书内容详实全面，由浅入深，示例丰富，并在每个章节后面附有部分习题，非常适合读者自学使用。除此之外，《C语言编程》一书对于C语言标准的最新进展、C语言常见开发工具以及管理C语言大型项目等重要方面，也进行了深入浅出的说明。	NULL	8.8 	176	59.7%	27.8%	7.4%	1.7%	3.4%
加密与解密（第4版）	段钢	电子工业出版社	2018-10-1	9787121336928	https://img3.doubanio.com/view/subject/l/public/s29833960.jpg	《加密与解密（第4版）》以加密与解密为切入点，讲述了软件安全领域的基础知识和技能，如调试技能、逆向分析、加密保护、外壳开发、虚拟机设计等。这些知识彼此联系，读者在掌握这些内容之后，很容易就能在漏洞分析、安全编程、病毒分析、软件保护等领域进行扩展。从就业的角度来说，掌握加密与解密的相关技术，可以提高自身的竞争能力；从个人成长的角度来说，研究软件安全技术有助于掌握一些系统底层知识，是提升职业技能的重要途径。作为一名合格的程序员，除了掌握需求分析、设计模式等外，如果能掌握一些系统底层知识、熟悉整个系统的底层结构，在工作中必将获益良多。	段钢，国内信息安全领域具有广泛影响力的安全网站看雪学院的创始人和运营管理者，长期致力于信息安全技术研究，对当前安全技术的发展有深入思考。参与和组织专业人士推出的十多部技术专著和相关书籍，有不少入选为大学信息技术专业的教辅材料，如《加密与解密》等，影响广泛。在盛大和众人网络的多年工作经历，使得对安全防护有深刻的认识和理解。在2016年创建上海看雪科技有限公司，项目以看雪学院为基础，构建一个提供B2B、B2C信息安全服务的综合平台。	9.2 	20	65.0%	25.0%	10.0%	0.0%	0.0%
Python Cookbook 中文版，第 3 版	DavidM.Beazley	人民邮电出版社	2015-5-1	9787115379597	https://img3.doubanio.com/view/subject/l/public/s28259942.jpg	《Python Cookbook（第3版）中文版》介绍了Python应用在各个领域中的一些使用技巧和方法，其主题涵盖了数据结构和算法，字符串和文本，数字、日期和时间，迭代器和生成器，文件和I/O，数据编码与处理，函数，类与对象，元编程，模块和包，网络和Web编程，并发，实用脚本和系统管理，测试、调试以及异常，C语言扩展等。	David Beazley是一位居住在芝加哥的独立软件开发者以及图书作者。他主要的工作在于编程工具，提供定制化的软件开发服务，以及为软件开发者、科学家和工程师教授编程实践课程。他最为人熟知的工作在于Python编程语言，他已为此创建了好几个开源的软件包（例如Swig和PLY），并且是备受赞誉的图书Python Essential Reference的作者。他也对C、C++以及汇编语言下的系统编程有着丰富的经验。	9.2 	223	67.3%	28.3%	3.6%	0.9%	0.0%
数据结构与算法图解	[美]杰伊?温格罗	人民邮电出版社	2019-4	9787115509000	https://img9.doubanio.com/view/subject/l/public/s32265576.jpg	本书是数据结构与算法的入门指南，不局限于某种特定语言，略过复杂的数学公式，用通俗易懂的方式针对编程初学者介绍数据结构与算法的基本概念，培养读者编程逻辑。主要内容包括：为什么要了解数据结构与算法，大O表示法及其代码优化利用，栈、队列等的合理使用，等等。	杰伊?温格罗（Jay Wengrow）	8.8 	22	45.5%	45.5%	9.1%	0.0%	0.0%
剑指Offer	何海涛	电子工业出版社	2012-1	9787121148750	https://img9.doubanio.com/view/subject/l/public/s7038106.jpg	NULL	NULL	8.3 	706	42.8%	43.6%	12.5%	0.6%	0.6%
Spring Boot实战	[美]克雷格·沃斯	人民邮电出版社	2016-9	9787115433145	https://img3.doubanio.com/view/subject/l/public/s28983685.jpg	本书以Spring应用程序开发为中心，全面讲解如何运用Spring Boot提高效率，使应用程序的开发和管理更加轻松有趣。作者行文亲切流畅，以大量示例讲解了Spring Boot在各类情境中的应用，内容涵盖起步依赖、Spring Boot CLI、Groovy、Grails、Actuator。对于Spring Boot开发应用中较为繁琐的内容，附录奉上整理完毕的表格，一目了然，方便读者查阅。	Craig Walls	7.2 	293	10.6%	38.9%	41.3%	7.8%	1.4%
疯狂Python讲义	李刚	电子工业出版社	2019-1	9787121351976	https://img9.doubanio.com/view/subject/l/public/s29949906.jpg	NULL	NULL	7.6 	16	37.5%	18.8%	31.3%	6.3%	6.3%
Linux/UNIX系统编程手册	MichaelKerrisk	人民邮电出版社	2014-1	9787115328670	https://img9.doubanio.com/view/subject/l/public/s27199116.jpg	NULL	Michael Kerrisk(http://man7.org)具有20多年的unix系统使用和编程经验，所开设的unix系统编程周训课程更是不计其数。自2004年起，他开始维护手册页项目，该项目旨在生成描述linux内核以及glibc编程api的手册页。他已经撰写或与他人合著了250多篇手册页，至今仍积极参与对linux内核／用户空间接口的测试和设计评审工作。	9.3 	201	78.1%	18.9%	2.5%	0.5%	0.0%
与孩子一起学编程	[美]桑德WarrenSande	人民邮电出版社	2010-11	9787115239969	https://img3.doubanio.com/view/subject/l/public/s4518521.jpg	一本老少咸宜的编程入门奇书！一册在手，你完全可以带着自己的孩子，跟随Sande父子组合在轻松的氛围中熟悉那些编程概念，如内存、循环、输入和输出、数据结构和图形用户界面等。这些知识一点儿也不高深，听起来备感亲切，书中言语幽默风趣而不失真义，让学习过程充满乐趣。细心的作者还配上了孩子们都喜欢的可爱漫画和经过运行测试的程序示例，教你用最易编写和最易理解的Python语言，写出你梦想中的游戏程序。	NULL	8.5 	383	43.3%	43.9%	12.3%	0.5%	0.0%
Redis实战	JosiahL.Carlson	人民邮电出版社	2015-10	9787115402844	https://img3.doubanio.com/view/subject/l/public/s28296984.jpg	NULL	NULL	8.0 	339	28.0%	49.0%	19.5%	2.9%	0.6%
图解TCP/IP（第5版）	[日]竹下隆史	人民邮电出版社	2013-7-1	9787115318978	https://img1.doubanio.com/view/subject/l/public/s26676928.jpg	这是一本图文并茂的网络管理技术书籍，旨在让广大读者理解TCP/IP的基本知识、掌握TCP/IP的基本技能。	作者简介：	7.8 	817	24.7%	49.8%	22.8%	2.6%	0.1%
智能机器如何思考	[美]肖恩·格里什（SeanGerrish）	中信出版社	2019-6-20	9787521705461	https://img1.doubanio.com/view/subject/l/public/s33439407.jpg	NULL	NULL	7.3 	13	15.4%	38.5%	38.5%	7.7%	0.0%
DevOps实践指南	[美]GeneKim	人民邮电出版社	2018-4	9787115480170	https://img3.doubanio.com/view/subject/l/public/s29731195.jpg	本书共分为6个部分：第一部分概述DevOps的历史和三个基本原则，即“三步工作法”；第二部分介绍开启DevOps转型的过程；第三到五部分深入探讨“三步工作法”的各个要素；第六部分关注如何将安全性和合规性正确集成到日常工作中。全书涵盖40余个DevOps案例，以谷歌、亚马逊、Facebook等全球知名企业和组织的实际调查结果为依据，展示如何通过现代化的运维管理提升管理效率，进而为企业赢得更大市场、创造更多利润。	NULL	8.6 	66	48.5%	37.9%	12.1%	0.0%	1.5%
艾伦?图灵传	[英]安德鲁·霍奇斯	湖南科学技术出版社	2012-8-1	9787535773067	https://img3.doubanio.com/view/subject/l/public/s11314802.jpg	《艾伦·图灵传：如谜的解谜者》是图灵诞辰100周年纪念版，印制工艺更为精美。本书是世界共认的最权威的图灵传记。艾伦？图灵是现代人工智能的鼻祖，在24岁时奠定了计算机的理论基础。二战期间，他为盟军破译密码，为结束战争做出巨大贡献。战后，他开创性地提出人工智能的概念，并做了大量的前期工作。因同性恋问题事发，被迫注射激素，后来吃毒苹果而死。作者是一名数学家，也是一名同性恋者。他对图灵的生平有切身的体会，并实地走访调查图灵生前亲友，取得了大量的一手资料，写就此书。	安德鲁·霍奇斯，1949年出生于伦敦城郊，1972年开始研究扭量理论，这是数学家罗杰·彭罗斯开创的、解决物理学根本问题的新方法。霍奇斯对艾伦·图灵如谜的人生深感兴趣，这一半是因为他们都是数学家，另一半是因为他们都是同性恋。70年代，霍奇斯积极投身于同性恋解放运动。1977年，他决心著写一本最详尽的图灵传记，他认为只有这样，才能公正地刻画这位天才的一生。经过多年调查与写作，本书初版于1983年问世。霍奇斯如今已重返本职，在牛津大学瓦德汉学院研究数学。	8.4 	243	37.4%	47.3%	14.8%	0.0%	0.4%
智能时代	JeffHawkins	译言·东西文库／中国华侨出版社	2014-7-1	9787511345424	https://img1.doubanio.com/view/subject/l/public/s27326199.jpg	世界科技界领袖级人物、掌上电脑PDA发明人杰夫?霍金斯经典力著全新升级版。	杰夫霍金斯，被受世界科技界推崇的领袖级人物，掌上电脑及手写输入系统发明人，Plam Computing、Handspring及红木神经科学研究院创始人，美国国家工程院成员。	8.5 	205	50.7%	35.1%	11.2%	2.0%	1.0%
硅谷之火	迈克尔·斯韦因	机械工业出版社	2001-1-1	9787111072522	https://img1.doubanio.com/view/subject/l/public/s33126277.jpg	我们今天正处于这样一个时代：充满幻想的人们发现他们获得了他们曾经梦寐以求的力量，并且可以利用这个力量来改造我们的世界。	NULL	7.9 	129	39.5%	33.3%	20.2%	5.4%	1.6%
Python编程初学者指南	[美]MichaelDawson	人民邮电出版社	2014-10-1	9787115361448	https://img1.doubanio.com/view/subject/l/public/s27969839.jpg	Python是一种解释型、面向对象、动态数据类型的高级程序设计语言。Python可以用于很多的领域，从科学计算到游戏开发。	Michael Dawson既是程序员，也是计算机游戏设计师和制作人。除了实际的游戏行业从业经验之外，它还拥有南加州大学的计算机科学学士学位。他目前在洛杉矶电影学校制作系教授游戏编程。他还在洛杉矶济州大学继续教育学院和斯坦福的数字媒体学院教授游戏编程。出本书之外，他还写了另外三本书：《Beginning C++ through Game Programming》、《Guide to Programming with Python》以及《C++ Projects：Programming with Text-Based Games》。详细情况请访问他的个人网站：www.programgames.com	9.4 	34	70.6%	26.5%	0.0%	0.0%	2.9%
计算机系统要素	NoamNisan	电子工业出版社	2007-01-01	9787121033360	https://img3.doubanio.com/view/subject/l/public/s2207295.jpg	NULL	NULL	9.1 	167	67.7%	26.9%	4.2%	0.6%	0.6%
啊哈!算法	啊哈磊	人民邮电出版社	2014-6-1	9787115354594	https://img3.doubanio.com/view/subject/l/public/s27345094.jpg	NULL	网名啊哈磊。	7.7 	448	35.7%	40.6%	19.0%	3.1%	1.6%
启示录	[美]MartyCagan	华中科技大学出版社	2011-5	9787560970189	https://img3.doubanio.com/view/subject/l/public/s6474670.jpg	NULL	NULL	8.5 	6183	42.8%	41.6%	14.2%	1.2%	0.2%
计算机程序设计艺术（第1卷）	[美]DonaldKnuth	清华大学出版社	2002-9	9787302058144	https://img3.doubanio.com/view/subject/l/public/s9773641.jpg	第1卷首先介绍编程的基本概念和技术，然后详细讲解信息结构方面的内容，包括信息在计算机内部的表示方法、数据元素之间的结构关系，以及有效的信息处理方法。此外，书中还描述了编程在模拟、数值方法、符号计算、软件与系统设计等方面的初级应用。此第3版增加了数十项简单但重要的算法和技术，并根据当前研究发展趋势在数学预备知识方面做了大量修改。	NULL	9.4 	466	73.0%	18.2%	8.4%	0.2%	0.2%
精通正则表达式	[美]JeffreyE·F·Friedl	电子工业出版社	2007	9787121046841	https://img3.doubanio.com/view/subject/l/public/s2697984.jpg	随着互联网的迅速发展，几乎所有工具软件和程序语言都支持的正则表达式也变得越来越强大和易于使用。本书是讲解正则表达式的经典之作。本书主要讲解了正则表达式的特性和流派、匹配原理、优化原则、实用诀窍以及调校措施，并详细介绍了正则表达式在Perl、Java、.NET、PHP中的用法。	NULL	8.9 	1062	57.2%	32.7%	9.0%	0.7%	0.5%
精通比特币 第2版（影印版）	AndreasM.Antonopoulos	南京东南大学出版社	2018-7-1	9787564177287	https://img3.doubanio.com/view/subject/l/public/s29825692.jpg	NULL	NULL	8.6 	41	56.1%	36.6%	7.3%	0.0%	0.0%
鸟哥的Linux私房菜 基础学习篇 第四版	鸟哥	人民邮电出版社	2018-10	9787115472588	https://img3.doubanio.com/view/subject/l/public/s29903894.jpg	NULL	鸟哥，中国台湾成功大学环境工程系博士，就学期间由于研究需要接触到Linux操作系统，又因实验室交接需求而建立“鸟哥的Linux私房菜”网站。因个人喜好“絮叨”，网站文章风格就此成形。曾任中国台湾多家知名Linux教育中心讲师，目前于中国台湾昆山科技大学资讯传播系教授Linux相关课程。专长是Linux操作系统、网站规划与维护、网络安全，兴趣是写作与阅读，研究方向是网络应用整合。	7.9 	58	37.9%	41.4%	15.5%	5.2%	0.0%
体验引擎	TynanSylvester	电子工业出版社	2015-3-1	9787121253799	https://img3.doubanio.com/view/subject/l/public/s28005353.jpg	1972年，雅达利公司推出了街机游戏Pong。之后，游戏行业历经了几十年的风风雨雨和几许轮回，依然方兴未艾。多少年以来，无论是俄罗斯方块，还是魔兽世界，游戏制作者面临的挑战都始终如一，即如何为玩家展现出最佳的游戏体验。	关于作者	9.4 	293	74.4%	20.5%	4.8%	0.3%	0.0%
Spark快速大数据分析	[美]HoldenKarau	人民邮电出版社	2015-10	9787115403094	https://img1.doubanio.com/view/subject/l/public/s28300707.jpg	NULL	NULL	7.9 	333	21.6%	58.6%	16.8%	2.4%	0.6%
大规模分布式存储系统	杨传辉	机械工业出版社	2013-9-1	9787111430520	https://img9.doubanio.com/view/subject/l/public/s27043456.jpg	NULL	NULL	7.8 	424	23.1%	52.1%	20.0%	4.2%	0.5%
计算机网络（第7版）	谢希仁	电子工业出版社	2017-1	9787121302954	https://img1.doubanio.com/view/subject/l/public/s29300537.jpg	NULL	谢希仁，解放军理工大学指挥自动化学院，教授，博士生导师。主要学术成果有：1986年完成总参通信部局域网办公系统项目；1987年在《电子学报》发表“分组话音通信新进展”；为国内首次介绍分组数据通信；1991年完成国家自然科学基金项目“分组交换的话音数据通信系统”项目。1999年完成第一个军用卫星通信系统网管中心的研制任务及“金桥网网管技术”项目等。上述科研项目分别获得国家、军队和部级奖项。著有：《计算机网络》第1至第7版（“十一五国家级规划教材”），曾两次获得国家级优秀教材奖，成为高校最受读者欢迎的本国计算机网络教材。	8.9 	187	44.9%	41.2%	10.2%	1.1%	2.7%
离散数学及其应用（原书第5版）	[美]KennethH·Rosen	机械工业出版社	2007-6	9787111203261	https://img1.doubanio.com/view/subject/l/public/s10355117.jpg	《离散数学及其应用》(原书第5版)全面而系统地介绍了离散数学的理论和方法，内容涉及数学推广、组合分析、离散结构和算法设计。全书取材广泛，除包括定义、定理的严密陈述外，还配备大量的实例和图表的说明，各种联系和题目。以及丰富的历史资料和网站资源。第5版在前四版的基础上作了大量的改进，使其成为更有效的教学工具。。	NULL	9.1 	616	62.8%	29.9%	6.8%	0.2%	0.3%
Operating Systems	RemziArpaci-Dusseau	Arpaci-Dusseau Books	2018-8-29	9781105979125	https://img3.doubanio.com/view/subject/l/public/s28110752.jpg	"A book about modern operating systems. Topics are broken down into three major conceptual pieces: Virtualization, Concurrency, and Persistence. Includes all major components of modern systems including scheduling, virtual memory management, disk subsystems and I/O, file systems, and even a short introduction to distributed systems."	NULL	9.7 	225	87.6%	9.3%	3.1%	0.0%	0.0%
UNIX编程艺术	[美]EricS·Raymond	电子工业出版社	2006-2	9787121021169	https://img3.doubanio.com/view/subject/l/public/s1631790.jpg	本书主要介绍了Unix系统领域中的设计和开发哲学、思想文化体系、原则与经验，由公认的Unix编程大师、开源运动领袖人物之一Eric S. Raymond倾力多年写作而成。包括Unix设计者在内的多位领域专家也为本书贡献了宝贵的内容。本书内容涉及社群文化、软件开发设计与实现，覆盖面广、内容深邃，完全展现了作者极其深厚的经验积累和领域智慧。	NULL	9.0 	2099	59.8%	31.7%	7.8%	0.5%	0.2%
大话计算机	张冬	清华大学出版社	2019-5-1	9787302526476	https://img3.doubanio.com/view/subject/l/public/s32290682.jpg	NULL	冬瓜哥（张冬），现任某半导体公司系统架构师，喜钻研，著有《大话存储》系列图书。	6.7 	37	51.4%	13.5%	5.4%	2.7%	27.0%
Structure and Interpretation of Computer Programs - 2nd Edition (MIT)	HaroldAbelson	The MIT Press	1996-7-25	9780262011532	https://img3.doubanio.com/view/subject/l/public/s1463770.jpg	NULL	NULL	9.6 	635	83.8%	14.3%	1.6%	0.3%	0.0%
敏捷软件开发	[美]RobertC·Martin	清华大学出版社	2003-09-01	9787302071976	https://img3.doubanio.com/view/subject/l/public/s1671095.jpg	在本书中，享誉全球的软件开发专家和软件工程大师Robert C.Martin将向您展示如何解决软件开发人员、项目经理及软件项目领导们所面临的最棘手的问题。这本综合性、实用性的敏捷开发和极限编程方面的指南，是由敏捷开发的创始人之一所撰写的。	NULL	9.0 	1372	64.2%	27.7%	7.5%	0.5%	0.1%
系统化思维导论	[美]杰拉尔德·温伯格	人民邮电出版社	2015-1	9787115378040	https://img3.doubanio.com/view/subject/l/public/s27980982.jpg	本书是软件思想家温伯格 的非凡之作。温伯格作为美国计算机名人堂代表人物，先后著有30多部图书，内容涵盖整个软件开发周期。他的拥趸遍天下，他的书也被奉为必读经典。	作者简介：	8.5 	276	42.8%	37.7%	14.1%	2.5%	2.9%
反欺骗的艺术	"(美)米特尼克(Mitnick,K.D.)"	清华大学出版社	2014-7-1	9787302369738	https://img3.doubanio.com/view/subject/l/public/s27439981.jpg	NULL	NULL	7.6 	322	26.7%	38.2%	31.7%	2.8%	0.6%
Machine Learning	KevinP·Murphy	The MIT Press	2012-9-18	9780262018029	https://img1.doubanio.com/view/subject/l/public/s24486538.jpg	NULL	Kevin P. Murphy is Associate Professor in the Department of Computer Science and in the Department of Statistics at the University of British Columbia.	8.9 	282	69.5%	23.4%	5.3%	0.4%	1.4%
重构（第2版）全彩精装版	MartinFowler	人民邮电出版社	2019-3	9787115508645	https://img3.doubanio.com/view/subject/l/public/s30014452.jpg	NULL	作者简介	9.4 	78	80.8%	17.9%	0.0%	0.0%	1.3%
深入浅出Node.js	朴灵	人民邮电出版社	2013-12-1	9787115335500	https://img1.doubanio.com/view/subject/l/public/s27134708.jpg	本书从不同的视角介绍了 Node 内在的特点和结构。由首章Node 介绍为索引，涉及Node 的各个方面，主要内容包含模块机制的揭示、异步I/O 实现原理的展现、异步编程的探讨、内存控制的介绍、二进制数据Buffer 的细节、Node 中的网络编程基础、Node 中的Web 开发、进程间的消息传递、Node 测试以及通过Node 构建产品需要的注意事项。最后的附录介绍了Node 的安装、调试、编码规范和NPM 仓库等事宜。	NULL	8.5 	927	48.7%	38.8%	11.5%	0.6%	0.3%
Effective C++中文版	[美]ScottMeyers	华中科技大学出版社	2001-9	9787560925257	https://img3.doubanio.com/view/subject/l/public/s1441361.jpg	Effective C++是世界顶级C++大师Scott Meyers的成名之作，初版于1991年。在国际上，这本书所引起的反响之大，波及整个计算机技术出版领域，余音至今未绝。几乎在所有C++书籍的推荐名单上，这部专著都会位于前三名。作者高超的技术把握力，独特的视角、诙谐轻松的写作风格、独具匠心的内容组织，都受到极大的推崇和仿效。	NULL	9.2 	1342	66.2%	28.8%	4.7%	0.1%	0.1%
什么是数学	R?柯朗	复旦大学出版社	2012-1-1	9787309086232	https://img1.doubanio.com/view/subject/l/public/s24977617.jpg	《什么是数学：对思想和方法的基本研究(第三版)》是世界著名的数学科普读物，它搜集了许多经典的数学珍品，对整个数学领域中的基本概念与方法，做了精深而生动的阐述。无论是数学专业人士，或是愿意作数学思考者都可以阅读《什么是数学？：对思想和方法的基本研究（第3版）》。特别对中学数学教师、大学生和高中生，都是一本极好的参考书。	R·柯朗（Richard Courant）是20世纪杰出的数学家，哥廷根学派重要成员。他生前是纽约大学数学系和数学科学研究院的主任，该研究院后被重命名为柯朗数学科学研究院。他写的书《数学物理方程》为每一个物理学家所熟知，而他的《微积分学》已被认为是近代写得最好的该学科的代表作。	9.3 	903	74.2%	21.9%	3.3%	0.4%	0.1%
Code	CharlesPetzold	Microsoft Press	2000-10-21	9780735611313	https://img9.doubanio.com/view/subject/l/public/s27440316.jpg	NULL	Charles Petzold从1984年开始编写个人计算机程序，从1985年开始编写 Microsoft Windows程序。他在《Microsoft Systems Joumal》1986年 12月号上发表了第一篇关于Windows程序设计的杂志论文。从1986年到1995年，他为《PC Magazine》撰写“Environments”专栏，给读者介绍了Windows和OS／2程序设计的许多方面。	9.5 	356	77.8%	19.9%	2.2%	0.0%	0.0%
具体数学（英文版第2版）	[美]RonaldL.Graham	机械工业出版社	2002-8	9787111105763	https://img9.doubanio.com/view/subject/l/public/s24396506.jpg	NULL	NULL	9.5 	832	78.1%	17.3%	4.1%	0.1%	0.4%
游戏设计艺术（第2版）	[美]JesseSchell	电子工业出版社	2016-4-1	9787121282669	https://img3.doubanio.com/view/subject/l/public/s28710350.jpg	不需要是技术专家，只要阅读《游戏设计艺术（第2版）》，学习佳作，深刻认识游戏设计的真谛，人人都可以成为成功的游戏设计者！《游戏设计艺术（第2版）》作者Jesse Schell是有二十多年成功经验的游戏设计师，曾任国际游戏开发者协会主席，并在迪士尼在线游戏服务多年，获奖颇多。他以宝贵经验提出一百多套问题集，帮助你从各种角度观察游戏设计，例如心理、建筑、音乐、视觉、电影、软件工程、主题公园设计、数学、谜题设计和人类学等方方面面。	本书作者Jesse Schell是美国卡内基-梅隆大学娱乐科技中心教授、Schell游戏公司CEO，曾撰写《The Art of Game Design》一书。在来到卡内基-梅隆大学大学前，他是迪斯尼虚拟现实工作室创意总监。2004年，他被《MIT Technology Review》评为世界100名顶尖青年创新者。Jesse Schell曾任国际游戏开发者协会主席，并曾获得迪斯尼在线游戏优秀设计师奖。本书第一版曾获游戏开发者前线奖。	9.2 	306	71.2%	24.2%	4.2%	0.3%	0.0%
C语言程序设计现代方法	K.N.King	人民邮电出版社	2007-11	9787115167071	https://img1.doubanio.com/view/subject/l/public/s2843317.jpg	《C语言程序设计现代方法》最主要的一个目的就是通过一种“现代方法”来介绍C语言，实现客观评价C语言、强调标准化C语言、强调软件工程、不再强调“手工优化”、强调与c++语言的兼容性的目标。《C语言程序设计现代方法》分为C语言的基础特性。C语言的高级特性、C语言标准库和参考资料4个部分。每章都有“问与答”小节，给出一系列与本章内容相关的问题及其答案，此外还包含适量的习题。	NULL	9.4 	215	73.5%	23.3%	3.3%	0.0%	0.0%
深入理解Python特性	[德]达恩·巴德尔	人民邮电出版社	2019-6	9787115511546	https://img3.doubanio.com/view/subject/l/public/s33128975.jpg	本书致力于帮助Python开发人员挖掘这门语言及相关程序库的优秀特性，避免重复劳动，同时写出简洁、流畅、易读、易维护的代码。用好Python需要了解的最重要的特性、Python 2过渡到Python 3需要掌握的现代模式、有其他编程语言背景想快速上手Python的程序员需要特别注意的问题，等等，本书都可以解决。	达恩·巴德尔（Dan Bader）	9.2 	12	58.3%	41.7%	0.0%	0.0%	0.0%
艾伦·图灵传	[英]安德鲁·霍奇斯	湖南科学技术出版社	2012-3-31	9787535768780	https://img3.doubanio.com/view/subject/l/public/s9074192.jpg	本书是公认的图灵最权威传记。艾伦·图灵是现代计算机科学之父，在24岁时奠定了计算机的理论基础。二战期间，他为盟军破译密码，为结束战争做出巨大贡献。战后，他开创性地提出人工智能的概念，并做了大量的前期工作。因同性恋问题事发，被迫注射激素，后来吃毒苹果而死。他吃毒苹果的原因 至今不明，一代科学大师，是自杀、他杀还是不小心，成为20世纪的谜。	NULL	8.3 	1414	38.0%	43.8%	15.5%	1.8%	0.8%
